"","scientific_name","body_mass","beak_peak_length","wing_length","tail_length","tarsus_length","clutch_num","egg_volume","nest_shape","nest_site","flock_status","migration_status","body_length_log"
"926","Sylvia communis",0.1113074204947,10.75,73,63.75,23,5,2387.72,"2","3","0","S",4.95229971708329
"927","Sylvia curruca",0.102972973000803,9,64,58,20.33333333,5,1551.68,"2","3","0","P",4.81489071669989
"928","Sylvia althaea",NA,NA,NA,NA,NA,5,1921.01,"2","3","","S",4.86753445045558
"929","Sylvia minula",0.088659793814433,9.75,62,59.5,19.5,5,1305.62,"2","3","0","S",4.79785452981759
"930","Sylvia nana",0.0724431818387623,10.75,57.5,51.75,19.25,4.5,1623.85,"2","3","0","S",4.7650188866459
"931","Sylvia nisoria",0.15368852455867,13.25,85.25,72.25,24.5,5,3062.34,"2","3","0","S",5.09170311738996
"932","Chrysomma sinense",0.128453038674033,13.375,66.75,95,26.5,4,2852.87,"2","3","1","R",5.19849703126583
"933","Moupinia poecilotis",0.0960144927536232,10.5,49.75,71.75,21.875,3,1859.26,"2","3","1","R",4.92725368515721
"934","Lioparus chrysotis",0.0819277108433735,8,51,49.5,20.5,3,1465.23,"2","3","1","R",4.64198415911081
"935","Fulvetta vinipectus",0.0823293172690763,9.25,57,58.75,22.75,2.5,1799.28,"2","3","1","R",4.82430571590476
"936","Fulvetta striaticollis",0.0907372400756144,10,58.75,63,23.25,NA,2089.12,"2","3","1","R",4.88469407073841
"937","Fulvetta ruficapilla",0.0720720720720721,9,51.25,51.25,21.25,4,2089.12,"2","3","1","R",4.70953020131233
"938","Fulvetta cinereiceps",0.09,9,57,58.5,23,5,2295,"2","3","1","R",4.8283137373023
"939","Fulvetta ludlowi",0.09,9,57,58.5,23,NA,2089.12,"2","3","","R",4.8283137373023
"940","Myzornis pyrrhoura",0.0910973084886128,14.375,57,46.75,23.25,3.6,1975.04,"2","3","2","R",4.79372229253268
"941","Conostoma aemodium",0.359116022099448,23.25,119.25,140.25,40.25,2.5,5712,"2","3","1","R",5.60396213937399
"942","Cholornis paradoxus",0.179130434734064,15.16666667,92,108.6666667,30,NA,2593.21,"2","3","0","R",5.25575775230315
"943","Cholornis unicolor",0.156862745098039,13.75,83.5,112.25,30,NA,2593.21,"2","3","1","R",5.31811999384422
"944","Psittiparus gularis",0.163106796084834,14.25,80.25,75.75,25.5,3,3717.9,"2","3","1","R",5.1455546121898
"945","Paradoxornis guttaticollis",0.174083769633508,17.5,85.75,111.5,28.25,2.5,3389.97,"2","3","1","R",5.25227342804663
"946","Sinosuthora conspicillata",0.0747922437880311,8.5,53.66666667,63,21.16666667,NA,2593.21,"2","3","1","R",4.79026566938776
"947","Sinosuthora webbiana",0.0912139503420523,8.375,50.75,62.75,20.75,4.5,1309.57,"2","3","1","R",4.82229566497674
"948","Sinosuthora brunnea",0.0806794055201698,8.5,49.5,59.25,19.75,3,1362,"2","3","2","R",4.76856373289653
"949","Sinosuthora alphonsiana",0.0912139503420523,8.375,50.75,62.75,20.75,NA,2593.21,"2","3","1","R",4.82229566497674
"950","Sinosuthora zappeyi",0.072289156626506,8,53.5,72.5,21.5,NA,2593.21,"2","3","1","R",4.82430571590476
"951","Sinosuthora przewalskii",0.0690909090909091,8,55.5,75,18.5,2,2593.21,"2","3","1","R",4.92362391710663
"952","Suthora fulvifrons",0.065359477124183,7,54,67,19.5,NA,2593.21,"2","3","1","R",4.74275584894065
"953","Suthora verreauxi",0.0606060606060606,7.25,47,53.25,18.75,NA,2593.21,"2","3","1","R",4.59511985013459
"954","Neosuthora davidiana",0.06282722513089,10,51.5,38.125,16.875,NA,2593.21,"2","3","1","R",4.55912624748668
"955","Chleuasicus atrosuperciliaris",0.149152542372881,10,58,99,24,NA,2593.21,"2","3","1","R",4.99382817577987
"956","Psittiparus ruficeps",0.200803212831325,15.33333333,84.33333333,82.33333333,25.66666667,3,3389.97,"2","3","1","R",5.11198778835654
"957","Paradoxornis heudei",0.135789473712798,14.625,60,98,24.875,5,1939.79,"2","3","1","R",5.06470251515601
"958","Suthora nipalensis",0.0606060606060606,7.25,47,53.25,21.25,3,873.94,"2","3","2","R",4.59511985013459
"959","Paradoxornis flavirostris",0.136842105263158,12,87.5,105,30,2.5,2872.32,"2","3","0","R",5.24702407216049
"960","Sylvia atricapilla",0.12859649122807,NA,75.9,62.2,20.8,4.5,NA,"","","","S",4.95934199970871
"961","Sylvia crassirostris",0.13984375,NA,80.1,66,23,4.2,NA,"","","","S",5.07517381523383
"962","Zosterops erythropleurus",0.0920993227990971,10.125,60.75,42.85,16,4,1646.29,"2","3","2","SWP",4.70727540892524
"963","Zosterops palpebrosus",0.0938271604938272,10,53,41,15.375,3,1358.98,"2","3","1","RSW",4.61759270598665
"964","Zosterops japonicus",0.106537530266344,9.9,54,38.25,16.125,3.5,1285.2,"2","3","1","RSWP",4.63715323184114
"965","Yuhina castaniceps",0.0992217898832685,9.25,58.75,57.5,17.5,3.5,1851.06,"2","4","1","RW",4.85592890433527
"966","Yuhina bakeri",0.155642023346304,13,66.5,50.5,22.5,3.5,2409.75,"2","3","1","R",4.85592890433527
"967","Yuhina flavicollis",0.11545988258317,10,61.75,56.75,21,3.5,2295,"2","1","1","R",4.85007522908381
"968","Yuhina gularis",0.146299483648881,14.25,69.25,59.5,22,3.6,1975.04,"2","3","1","R",4.97845639573202
"969","Yuhina diademata",0.133333333333333,13,76,79.25,23,3,2521.57,"2","3","1","R",5.10594547390058
"970","Yuhina occipitalis",0.102362204724409,13.5,63.25,56,20,3.6,1975.04,"2","3","1","R",4.84418708645859
"971","Yuhina brunneiceps",0.102484472049689,12,61.25,46.75,18.25,6,1799.28,"2","3","1","R",4.79372229253268
"972","Yuhina nigrimenta",0.101098901098901,11.5,58,46.25,16.75,3.5,1252.49,"2","4","2","R",4.73400305783106
"973","Zosterops meyeni",NA,NA,NA,NA,NA,NA,NA,"","","","R",NA
"974","Erythrogenys hypoleucos",0.344230769230769,39.5,99,103,38.5,2.5,8093.7,"2","3","0","R",5.56068163101553
"975","Erythrogenys gravivox",0.261472785485592,31,90,100,36.25,NA,5324.21,"2","3","1","R",5.45638892111853
"976","Pomatorhinus ruficollis",0.153392330383481,18.25,73.25,79.75,29,4,4489.31,"2","3","","R",5.1328529268205
"977","Pomatorhinus ochraceiceps",0.166666666666667,34,86.625,108.75,30.5,3.5,5281.16,"2","3","0","R",5.41610040220442
"978","Spelaeornis caudatus",0.119444444444444,NA,47,29,17.4,3.3,1675.13,"2","1","","R",4.49980967033027
"979","Spelaeornis troglodytoides",0.104761904761905,9.75,46.75,52.125,20,3.3,1675.13,"2","1","0","R",4.65396035015752
"980","Spelaeornis chocolatinus",0.0977777777777778,11,48,38,19.5,3,2094.66,"2","1","0","R",4.72295322164447
"981","Cyanoderma pyrrhops",0.10045,NA,52.5,51.5,18.6,NA,1675.13,"2","3","","R",4.60517018598809
"982","Stachyris nonggangensis",0.194444444444444,23,68,61,29,3.3,1675.13,"2","3","","R",5.19295685089021
"983","Cyanoderma ambiguum",0.0962800875273523,15.375,52.125,48.25,19.5,4,1175.04,"2","3","1","R",4.73838902977431
"984","Cyanoderma ruficeps",0.0909090909090909,12.5,51.5,48.25,18.825,4.5,1581.75,"2","3","1","RW",4.67516255780813
"985","Cyanoderma chrysaeum",0.0724980299479906,11.625,48.25,45.875,17.625,4,1149.9,"2","3","2","R",4.66107781792639
"986","Stachyris nigriceps",0.138964577694541,17.33333333,58.16666667,52.16666667,21,4,2115.95,"2","3","1","R",4.80674955911398
"987","Stachyris strialata",0.182565789473684,17.5,64,59,24.25,NA,1473.85,"2","3","1","R",5.02388052084628
"988","Mixornis gularis",0.0905263157894737,12.375,58.25,47.875,17.25,3.5,1473.85,"2","3","1","R",4.77702044291475
"989","Timalia pileata",0.142428785607196,16.875,61.25,80.125,22.625,4,2180.25,"2","3","1","R",5.11649568479573
"990","Pomatorhinus schisticeps",NA,NA,NA,NA,NA,NA,NA,"","","","R",NA
"991","Pomatorhinus superciliaris",0.114942528735632,53.4,74.5,85.5,31,4,3976.53,"2","1","1","R",5.38219885052874
"992","Jabouilleia danjoui",NA,NA,NA,NA,NA,NA,NA,"","","","R",NA
"993","Pomatorhinus ferruginosus",0.212264150943396,28,87,104.3333333,32,3.5,4970.97,"2","3","0","R",5.35658627467201
"994","Erythrogenys swinhoei",0.245760869565217,NA,96.2,94,36.3,NA,NA,"","","1","R",5.4380793089232
"995","Erythrogenys erythrocnemis",0.242291666666667,NA,97.8,95.4,36.4,NA,NA,"","","0","R",5.48063892334199
"996","Pomatorhinus musicus",0.155275,NA,84,87.4,30.4,NA,NA,"","","1","R",5.29831736654804
"997","Spelaeornis kinneari",0.12415,NA,49.5,36.5,17.9,NA,NA,"","","0","R",4.60517018598809
"998","Spelaeornis badeigularis",0.0916666666666667,NA,46.5,30,19.2,NA,NA,"","","0","R",4.49980967033027
"999","Stachyris humei",0.202058823529412,NA,72.8,76.8,24.9,NA,NA,"","","1","R",5.13579843705026
"1000","Stachyris roberti",0.205882352941176,27.5,71,65,28.3,NA,NA,"","","1","R",5.13579843705026
"1001","Trichastoma tickelli",0.134328358208955,14.875,60.66666667,53.75,25.5,3.5,2501.63,"2","3","0","R",4.89783979995091
"1002","Pellorneum albiventre",0.113333333333333,12,53,50.5,23,3.5,2939.67,"2","3","1","R",5.01063529409626
"1003","Pellorneum ruficeps",0.163009404388715,17,66.25,64.5,26.25,3,4362.16,"2","3","1","R",5.0720439222249
"1004","Rimator malacoptilus",0.156657963405572,21.575,56.66666667,26.5,24.03333333,3.5,2597.58,"2","1","0","R",4.84942270077363
"1005","Turdinus crispifrons",0.208487084850833,19.33333333,74.33333333,72.5,31,NA,2235.59,"2","1","1","R",5.19665371295604
"1006","Turdinus brevicaudatus",0.183179723460097,15.53333333,63.5,27.43333333,50.33333333,3.5,2780.93,"2","1","1","R",4.97443224566271
"1007","Napothera epilepidota",1.52380952380952,14.25,51.75,25,21.5,3.5,2235.59,"2","1","0","R",2.35137525716348
"1008","Gampsorhynchus rufulus",0.19284940411701,16,94.5,114,30.25,3,3444.88,"2","3","1","R",5.44133487338296
"1009","Schoeniparus variegaticeps",0.0827922077653272,9.333333333,54.33333333,45.66666667,19.83333333,NA,2089.12,"2","3","0","R",4.63148749463014
"1010","Schoeniparus cinereus",0.0896551724137931,9.625,52.5,43.75,20,3,1799.28,"2","3","1","R",4.68905166996879
"1011","Schoeniparus castaneceps",0.0928571428571429,9.125,53.25,44.75,20.25,3.5,1673.06,"2","3","1","R",4.65396035015752
"1012","Schoeniparus rufogularis",0.103448275862069,11.75,56.125,49.25,22.75,3.5,2639.91,"2","1","1","R",4.75359019110636
"1013","Schoeniparus brunneus",0.145907473309609,12.5,59.5,64.5,25,2.5,2741.76,"2","3","1","R",4.9452074887738
"1014","Schoeniparus dubius",0.136029411764706,11.25,57.75,63.75,22,4,2611.2,"2","1","0,1","R",4.91265488573605
"1015","Alcippe poioicephala",0.116903633491311,12.25,67.75,70,21.75,2.5,2180.25,"2","3","1","R",5.06417606102429
"1016","Alcippe morrisonia",0.129032258064516,11,63.25,59.5,21.75,3.5,2249.1,"2","3","1","RW",4.88090618742147
"1017","Alcippe nipalensis",0.104,10.5,58,58,19.5,4,1899.24,"2","3","1","R",4.8283137373023
"1018","Graminicola striatus",0.0867647058823529,NA,56.2,73.8,23.6,4,NA,"","","1","R",5.13579843705026
"1019","Garrulax perspicillatus",0.400339270568278,25.25,121.5,142.75,42,4,6297.48,"2","3","1","R",5.68612753941748
"1020","Garrulax albogularis",0.39426523297491,22.75,127.25,142.25,42.75,3.5,6522.39,"2","3","1","R",5.63121178182137
"1021","Garrulax leucolophus",0.445614035087719,25.5,128.5,131.25,44.75,4,8812.8,"2","3","1","R",5.65248918026865
"1022","Garrulax monileger",0.292857142857143,25.75,124.5,132.75,41.75,4,6571.25,"2","3","1","R",5.63478960316925
"1023","Garrulax pectoralis",0.49327731092437,27.75,132.5,144.75,45,4,10012,"2","3","1","R",5.69541422498568
"1024","Grammatoptila striata",0.503643724696356,28,143,132.75,44.25,2,9519.69,"2","3","1","R",5.73253188794219
"1025","Garrulax strepitans",0.401666666666667,27,133.5,135,46,3.2,7120.13,"2","3","1","R",5.7037824746562
"1026","Garrulax maesi",0.385598141811847,23.25,128.5,128.5,44.5,3.2,7120.13,"2","3","1","R",5.65948221575962
"1027","Garrulax ruficollis",0.289130434782609,20,92,112,35,4,7120.13,"2","3","1","R",5.4380793089232
"1028","Garrulax chinensis",0.343051506316812,23.025,110.25,119.25,40.25,4,6112.56,"2","3","1","R",5.55004837471416
"1029","Garrulax courtoisi",0.354166666666667,23.16666667,100,103.3333333,35.83333333,3.2,7120.13,"2","3","1","R",5.48063892334199
"1030","Garrulax gularis",0.4,NA,102.1,101.2,39,3,7120.13,"2","3","2","R",5.4380793089232
"1031","Garrulax davidi",0.264285714285714,24.75,88.5,119.5,34.25,4,6072.57,"2","1","1","R",5.50125821054473
"1032","Garrulax sukatschewi",0.351802990325418,24.25,103.5,142,38,3,7120.13,"2","3","1","R",5.64985413263065
"1033","Garrulax cineraceus",0.218004338394794,19.5,86,106.25,35.5,3,5814,"2","3","1","R",5.4402508624367
"1034","Garrulax rufogularis",0.243797195253506,21,95.75,108.75,35.5,3.5,5242.8,"2","3","1","R",5.44565920444596
"1035","Garrulax bieti",0.332364341085271,24,105,138.5,40.75,3.2,7120.13,"2","3","1","R",5.55295958492162
"1036","Garrulax maximus",0.428890543559196,27.625,131.75,183.25,46.875,3.2,7120.13,"2","3","1","R",5.81636683540335
"1037","Garrulax ocellatus",0.371843917368018,26.5,125.25,168,50,2,8145.72,"2","3","1","R",5.78919535250433
"1038","Garrulax caerulatus",0.326045627376426,23.75,107,120.5,39,2.5,7652.04,"2","3","1","R",5.57215403217776
"1039","Garrulax berthemyi",0.343183984747378,21.25,115.75,131.25,41,4,7120.13,"2","3","1","R",5.56929824727641
"1040","Garrulax poecilorhynchus",0.343183984747378,21.25,115.75,131.25,41,4,7120.13,"2","3","","R",5.56929824727641
"1041","Garrulax merulinus",0.328424153200062,24.16666667,93.5,94,38,2.5,6892.42,"2","3","1","R",5.42200883874331
"1042","Garrulax canorus",0.270693512304251,21,90.5,103.75,36.5,4,5593.95,"2","3","0","R",5.40941141405362
"1043","Garrulax owstoni",NA,NA,NA,NA,NA,NA,7769.95,"","","","R",5.41610040220442
"1044","Garrulax taewanus",0.4,20,94,102,38,4,5593.95,"2","3","0","R",5.41610040220442
"1045","Garrulax sannio",0.29654403567447,21.25,95,110,37.25,4,5670.3,"2","3","1","R",5.41276150093891
"1046","Trochalopteron lineatum",0.212962962962963,14.85,70,96.25,26.25,3,4786.86,"2","3","1","R",5.24174701505964
"1047","Garrulax lunulatus",0.332364341085271,26.5,100,128.5,43.25,1.7,5799.23,"2","3","0","R",5.55295958492162
"1048","Trochalopteron squamatum",0.347052280311457,21.66666667,96.5,97.875,36,2.5,6424.78,"2","3","1","R",5.41498867335173
"1049","Trochalopteron subunicolor",0.277005347593583,17,88.75,111.75,37,3.5,4170.2,"2","3","1","R",5.4542521681688
"1050","Trochalopteron elliotii",0.249494949494949,17.75,97.25,128.5,36,2.5,6288.42,"2","3","1","R",5.51141058200874
"1051","Trochalopteron variegatum",0.283783783783784,18,95.25,116.5,37.25,3,5799.23,"2","3","1","R",5.48272008954582
"1052","Trochalopteron henrici",0.254368932038835,17.25,100.25,137.5,37.25,2,5799.23,"2","3","0,1","R",5.55101972010379
"1053","Trochalopteron affine",0.26908023483366,20.25,99.5,128,35.75,2.5,6409.94,"2","3","1","R",5.54322240964376
"1054","Trochalopteron morrisonianum",0.286792452830189,15,100,138.5,39.5,2,6972.21,"2","3","1","R",5.57972982598622
"1055","Trochalopteron erythrocephalum",0.347744360902256,22.5,102.5,124.25,37,2.5,7553.3,"2","3","1","R",5.5834963087817
"1056","Trochalopteron formosum",0.312252964426877,22,100.25,118.25,40.375,NA,3745.18,"2","3","0,1","R",5.53338948872752
"1057","Trochalopteron milnei",0.323529411764706,20.25,98.75,120,40,2,6747.3,"2","3","0,1","R",5.50736199348274
"1058","Liocichla ripponi",0.219730941704036,17.5,86,104.5,34.75,2.5,4503.33,"2","3","1","R",5.40717177146012
"1059","Liocichla omeiensis",0.175561797752809,12,73.75,81.75,30.75,3,1751.68,"2","3","1","R",5.18178355029209
"1060","Liocichla bugunorum",0.205128205128205,NA,75.1,82.2,31.1,1.7,3328.37,"2","3","","R",5.27299955856375
"1061","Liocichla steerii",0.17940379403794,12.95,73.5,86.4,30.5,2.5,4131,"2","3","1","R",5.21764946348058
"1062","Babax lanceolatus",0.299900695134062,23.875,95.25,118.75,36.8,3.5,5737.53,"2","3","1","R",5.52843653159867
"1063","Babax waddelli",0.444102564,31,127.25,165,45.75,3,7876,"2","3","1","R",5.78382518232974
"1064","Babax koslowi",0.370209059233449,28.375,112.75,151.5,40.75,3.3,6759.98,"2","3","1","R",5.65948221575962
"1065","Leiothrix argentauris",0.157894736842105,14.75,74.5,75.5,24.75,4,3448.93,"2","3","1","R",5.08450514266271
"1066","Leiothrix lutea",0.160427807486631,12.75,67,58.75,24.75,3.5,3333.22,"2","3","1","R",4.94342654440281
"1067","Cutia nipalensis",0.267326732673267,17.75,88.5,64.5,28,3,3392.28,"2","3","1","R",5.17473630477668
"1068","Actinodura egertoni",0.171296296296296,16.5,85.25,120.75,29.75,2.5,3800.52,"2","3","1","R",5.37527840768417
"1069","Actinodura ramsayi",0.171072507527028,16.25,82.5,117.5,31.25,2.5,3800.52,"2","3","1","R",5.39665326741996
"1070","Sibia nipalensis",0.211538461538462,18.5,91.25,86,32.25,2.5,3800.52,"2","3","1","R",5.33753807970132
"1071","Sibia waldeni",0.229116945107399,17.375,90.25,90.75,33.5,2.5,3800.52,"2","3","1","R",5.34472373936219
"1072","Sibia souliei",0.24804469273743,16.75,92.25,93,33,2.5,3800.52,"2","3","1","R",5.41052935715496
"1073","Sibia morrisoniana",0.158077994428969,13.825,80.5,75.5,27.25,2.5,3800.52,"2","3","1","R",5.19017520792833
"1074","Siva cyanouroptera",0.138279932546374,12.25,63.5,70.75,22.75,3.5,1799.28,"2","3","1","R",4.99890003787783
"1075","Chrysominla strigula",0.116613418530351,12,65.75,73.5,26.25,3,2409.75,"2","3","1","R",5.05305600998021
"1076","Minla ignotincta",0.122873345935728,11.5,65,60.5,21,2.5,2098.13,"2","3","1","R",4.88469407073841
"1077","Leioptila annectens",0.141289437585734,15,74.25,85.75,24.5,3,2695.61,"2","3","1","R",5.20537937088877
"1078","Heterophasia capistrata",0.187730061349693,19,92.75,102,28.25,2.5,4418.64,"2","4","0,1","R",5.31689375212097
"1079","Heterophasia gracilis",0.167400881057269,18.25,88.75,116,30.25,3,3834.67,"2","4","1","R",5.4249500174814
"1080","Heterophasia desgodinsi",0.186073059360731,17.25,94.25,109.75,29.5,2.5,2450.55,"2","4","1","R",5.3890717298165
"1081","Heterophasia auricularis",0.189845474613687,16.875,102.5,105.5,27.25,1.8,3455.12,"2","4","1","R",5.42274494492309
"1082","Heterophasia pulchella",0.191841234840132,21.75,95.25,113.5,30.5,1.8,3455.12,"2","4","1","R",5.42384808899525
"1083","Heterophasia picaoides",0.155555555555556,19.5,113,175,31.25,1.8,4184.45,"2","4","1","R",5.67846466667191
"1084","Garrulax ruficeps",0.347410714285714,NA,123.5,131,43.3,3,NA,"","","1","R",5.63478960316925
"1085","Garrulax castanotis",0.275929824561404,NA,115.2,116,40.9,NA,NA,"","","0","R",5.65248918026865
"1086","Liocichla phoenicea",0.217222222222222,NA,86.2,99.6,33.7,1.5,NA,"","","1","R",5.41610040220442
"1087","Certhia familiaris",0.0629778672032193,12.5,62.5,66.25,17.5,5,991.48,"1","4","1","R",4.82229566497674
"1088","Certhia tianquanensis",0.0629778672032193,12.5,62.5,66.25,17.5,2.3,1371.76,"1","4","","R",4.82229566497674
"1089","Certhia himalayana",0.0685920577617329,18.5,69.25,62.25,16,5,1493.7,"1","4","1","R",4.93087032562739
"1090","Certhia nipalensis",0.0692567567567568,14.25,67.75,76,18.75,3,1549.12,"1","4","1","R",4.99721227376411
"1091","Certhia discolor",0.0667808219178082,15.25,65.25,74.75,16.25,4,1508.33,"1","4","0","R",4.98360662170834
"1092","Certhia hodgsoni",0.0754166666666667,NA,63.4,54.3,15.3,5.45,NA,"","","0","R",4.78749174278205
"1093","Certhia manipurensis",0.0691666666666667,NA,67.5,73.4,15.8,3.7,NA,"","","2","R",5.01063529409626
"1094","Sitta castanea",0.14808362369338,19.625,82.125,44.625,19.625,6,2409.75,"1","4","0","R",4.96633503519968
"1095","Sitta europaea",0.139626168224299,14.75,80,48.75,19.25,8.5,3168.89,"1","4","1","R",4.89597238577612
"1096","Sitta nagaensis",0.13347022587269,15,75.5,40.875,18,6,1986.8,"1","4","1","R",4.8019697619627
"1097","Sitta himalayensis",0.116129032258065,14,70,39.25,17.5,5,1829.27,"1","4","1","R",4.75574304446747
"1098","Sitta villosa",0.0830985915492958,13.875,64.75,38.375,16.25,5.5,1465.23,"1","4","1","R",4.66814498514948
"1099","Sitta yunnanensis",0.102564102564103,14.125,68,37.325,16.35,3.5,1280.05,"1","4","1","R",4.67516255780813
"1100","Sitta leucopsis",0.106321839051724,15.33333333,72.25,42.5,18.66666667,6.5,1742.14,"1","4","1","R",4.75359019110636
"1101","Sitta solangiae",0.116370808678501,14.375,75.6,42.5,17.25,5.2,1986.8,"1","4","1","R",4.84221664247129
"1102","Sitta magna",0.217573221757322,25,113.5,61.5,22.125,3,1986.8,"1","4","1","R",5.18878147947973
"1103","Sitta formosa",0.20414201183432,19,106,58,21,5,1986.8,"1","4","1","R",5.12989871492307
"1104","Tichodroma muraria",0.126644736842105,24.5,101,59.5,23.25,4.5,2411.69,"1","5","0","RSW",5.02388052084628
"1105","Sitta frontalis",0.118534482758621,12.875,71.625,41,16.375,4.5,1748.24,"1","4","1","R",4.75359019110636
"1106","Troglodytes troglodytes",0.0948717948717949,10.75,49.5,35.5,17,5,1224.68,"2","4","1","RSWP",4.5798523780038
"1107","Cinclus cinclus",0.327247191011236,17.5,86.75,60,27.5,5,6120,"2","1","0","R",5.18178355029209
"1108","Cinclus pallasii",0.446933962264151,21.75,104.5,63,32.25,4.5,5916,"2","1","0","R",5.35658627467201
"1109","Aplonis panayensis",0.3,15.65,89,62,22.5,3.5,6490.05,"2","4","","R",5.29831736654804
"1110","Gracula religiosa",0.757352941176471,24.5,163.25,76.75,34.5,3,12104.4,"1","4","1","R",5.605802066296
"1111","Acridotheres grandis",0.411764705882353,23.75,137.5,84.5,39.5,5,7582.63,"1","4","1","R",5.50736199348274
"1112","Acridotheres cristatellus",0.454076367389061,20.75,128.75,78.5,38.5,4.5,6567.37,"1","4","1","R",5.48997025077088
"1113","Acridotheres albocinctus",0.394849785407725,22,118,75.75,36,5,6103.98,"1","4","1","R",5.4510384535657
"1114","Acridotheres tristis",0.444,21,138.5,86.75,38.25,5,9607.58,"1","4","1","R",5.52146091786225
"1115","Acridotheres burmannicus",0.63,23,115,75,31.5,4,8093.7,"1","4","1","R",5.52146091786225
"1116","Saroglossa spiloptera",0.25,NA,NA,NA,NA,2.8,6490.05,"2","4","","R",5.24702407216049
"1117","Gracupica nigricollis",0.5625,31,159.25,93,41.5,5,11449.17,"2","4","1","R",5.64897423816121
"1118","Gracupica contra",0.35155096005147,29.33333333,115,73.33333333,32.33333333,5,6664.68,"1","4","1","R",5.41905898439188
"1119","Agropsar sturninus",0.304034582132565,14.75,103.25,55.25,26,5,5100,"1","4","1","SWP",5.15617759938691
"1120","Agropsar philippensis",0.303867403314917,15.5,107,49.5,23.5,5,4786.86,"1","4","1","PW",5.19849703126583
"1121","Sturnia sinensis",0.241473396998636,17.75,99.5,59.25,25,4.5,4506.36,"1","4","1","RSW",5.21085134076676
"1122","Sturnia malabarica",0.219251336898396,19.25,99.5,66.75,22.75,4,4786.86,"1","4","1","R",5.23110861685459
"1123","Sturnia pagodarum",0.232098765432099,20.25,104.75,65.25,28.25,4,6136.84,"1","4","0","R",5.31073988654659
"1124","Pastor roseus",0.330626450116009,18.66666667,126.75,73.25,24.25,5,7405.2,"1","1","2","SPV",5.3729609095438
"1125","Spodiopsar sericeus",0.348837209302326,24.875,120,71.675,29.75,6.3,6048.89,"1","4","2","RSW",5.37063802812766
"1126","Spodiopsar cineraceus",0.392361111111111,24.25,128,67,31,6,6442.87,"1","4","1","SWP",5.37527840768417
"1127","Sturnus vulgaris",0.342482100238663,24.25,125.75,67,28.5,5,8293.31,"1","4","1","SPV",5.34472373936219
"1128","Ampeliceps coronatus",0.428634146341463,13.5,127,61,26.5,3.5,5712,"1","4","1","VR",5.32300997913841
"1129","Acridotheres javanicus",NA,NA,NA,NA,NA,NA,NA,"","","","R",NA
"1130","Geokichla citrina",0.28499369482976,18.75,89.75,74,31.25,3.5,6409.28,"2","3","0","RSP",5.28952886051496
"1131","Geokichla sibirica",0.310614525139665,19.25,121,87,31,4.5,10880.02,"2","3","1","SWP",5.41052935715496
"1132","Zoothera mollissima",0.326544943866088,23.33333333,133,102,33.33333333,4,11475,"2","3","1","RS",5.46946562260342
"1133","Zoothera dixoni",0.35258358662614,20,136.5,114.5,35,3,7257.34,"2","3","0","WP",5.50837567831359
"1134","Zoothera dauma",0.513181019332162,23.25,162.25,112.25,35.25,4.5,11475,"2","1","0","SWP",5.65073325356639
"1135","Zoothera marginata",0.283333333333333,28.5,124,73.5,30,3.5,6747.3,"2","3","0","P",5.48063892334199
"1136","Turdus hortulorum",0.283720930232558,18.5,116,83.25,30.75,4,6522.39,"2","3","0","SWPV",5.37063802812766
"1137","Turdus dissimilis",0.321090047393365,20.25,119,79.75,31.25,3.5,6522.39,"2","3","0,1","RP",5.35185813347607
"1138","Turdus cardis",0.327080890973036,19.75,115.5,77.75,31.25,4,4809.48,"2","3","0,1","SWP",5.36246518637179
"1139","Turdus albocinctus",0.331360946745562,21.875,139.25,117,32.5,3.5,8120.3,"2","3","0","R",5.53536382303124
"1140","Turdus boulboul",0.355855855855856,28.5,142.5,107,37.33333333,3.5,9547.85,"2","3","1","S",5.62582093318649
"1141","Turdus merula",0.374031007751938,23.5,149,108.25,37.25,5.5,7252.65,"2","4","0,1","R",5.55295958492162
"1142","Turdus niveiceps",0.342196531791908,23.75,109.5,70.5,30.33333333,2.5,3213,"2","3","1","R",5.37643514581199
"1143","Turdus rubrocanus",0.399043062200957,24.5,140.25,116,34.25,3.5,7281.14,"2","3","1","R",5.56547780327902
"1144","Turdus kessleri",0.372137404580153,22.125,146.75,124.75,35.75,4.5,8278.13,"2","1","1","R",5.5683445037611
"1145","Turdus feae",0.30343300110742,19.5,127.25,98.25,31.5,4,5929.69,"2","3","0","SP",5.41942819229709
"1146","Turdus obscurus",0.314580941446613,18.75,121.25,82.75,29.5,5.5,7057.15,"2","3","0","WP",5.38334761573261
"1147","Turdus viscivorus",0.450841452612932,24.8,164.25,141,33.75,4.5,9657.69,"2","4","1","R",5.64279320302977
"1148","Turdus pallidus",0.326553672316384,19.975,121.75,87.25,33,5,7405.2,"2","3","1","SWP",5.39929328388804
"1149","Turdus chrysolaus",0.311363636363636,20,120,84.25,31.5,3.5,7652.04,"2","3","1","SWP",5.39362754635236
"1150","Turdus ruficollis",0.371578947368421,19.5,136,106.75,34,4.5,8363.49,"2","3","1","SWPV",5.4701676234747
"1151","Turdus atrogularis",0.347826086956522,17.33333333,134.5,94.25,33.25,5.5,6670.14,"2","3","","WP",5.48686947309263
"1152","Turdus naumanni",0.609833333333333,NA,128.7,90.4,31.6,4,6748.37,"2","4","","WP",4.78749174278205
"1153","Turdus eunomus",0.325476992143659,19,126.75,90.25,34,5.5,4370.69,"2","3","1","WP",5.40605006635092
