Accipiter_nisus,Oriolus_traillii,Milvus_migrans,Motacilla_cinerea,Ardea_cinerea,Muscicapa_ferruginea,Egretta_eulophotes,Corvus_macrorhynchos,Otus_lettia,Otus_sunia,Haematopus_ostralegus,Pyrrhula_erythaca,Haliastur_indus,Tichodroma_muraria,Enicurus_schistaceus,Garrulus_glandarius,Turdus_feae,Enicurus_maculatus,Aquila_chrysaetos,Phylloscopus_ricketti,Anas_acuta,Phylloscopus_castaniceps,Helopsaltes_pleskei,Picumnus_innominatus,Hydrobates_monorhis,Motacilla_tschutschensis,Scolopax_rusticola,Aegithalos_caudatus,Butastur_indicus,Picus_guerini,Bombycilla_japonica,Coturnicops_exquisitus,Aythya_fuligula,Tringa_stagnatilis,Cerorhinca_monocerata,Acrocephalus_orientalis,Phoenicurus_ochruros,Charadrius_placidus,Monticola_rufiventris,Turdus_hortulorum,Pterorhinus_berthemyi,Calidris_alba,Melanochlora_sultanea,Emberiza_spodocephala,Mareca_penelope,Gallinago_solitaria,Calonectris_leucomelas,Myophonus_caeruleus,Rallina_eurizonoides,Egretta_garzetta,Megaceryle_lugubris,Calandrella_dukhunensis,Sterna_hirundo,Oriolus_chinensis,Tringa_glareola,Orthotomus_sutorius,Ninox_japonica,Alcedo_atthis,Dryocopus_martius,Dendrocitta_formosae,Blythipicus_pyrrhotis,Spatula_clypeata,Aegypius_monachus,Aviceda_leuphotes,Horornis_acanthizoides,Locustella_lanceolata,Brachypteryx_leucophris,Phylloscopus_coronatus,Calidris_alpina,Emberiza_yessoensis,Pluvialis_squatarola,Charadrius_mongolus,Pericrocotus_solaris,Clanga_clanga,Cyanoderma_ruficeps,Brachypteryx_sinensis,Larus_crassirostris,Hierococcyx_hyperythrus,Hydrocoloeus_minutus,Oenanthe_pleschanka,Ardeola_bacchus,Prinia_sonitans,Lanius_tigrinus,Streptopelia_orientalis,Carpodacus_erythrinus,Cisticola_juncidis,Aethopyga_latouchii,Accipiter_gentilis,Muscicapa_sibirica,Anser_anser,Streptopelia_tranquebarica,Chloris_sinica,Upupa_epops,Prinia_inornata,Ianthocincla_cinereiceps,Phylloscopus_armandii,Urile_pelagicus,Turdus_naumanni,Monticola_saxatilis,Tachybaptus_ruficollis,Erpornis_zantholeuca,Phylloscopus_proregulus,Aegithalos_concinnus,Anas_platyrhynchos,Anser_erythropus,Zosterops_erythropleurus,Periparus_ater,Emberiza_rutila,Perdix_dauurica,Bambusicola_thoracicus,Pandion_haliaetus,Botaurus_stellaris,Cinclus_pallasii,Acanthis_flammea,Carpodacus_pulcherrimus,Hirundo_rustica,Phoenicurus_leucocephalus,Oroanassa_magnifica,Parus_monticolus,Pteruthius_aeralatus,Gavia_arctica,Lioparus_chrysotis,Dicaeum_minullum,Prunella_collaris,Panurus_biarmicus,Threskiornis_melanocephalus,Corvus_pectoralis,Harpactes_erythrocephalus,Sterna_dougallii,Erythrogenys_swinhoei,Grus_monacha,Chlidonias_leucopterus,Hypsipetes_leucocephalus,Rhopophilus_pekinensis,Anthus_rubescens,Machlolophus_spilonotus,Carpodacus_sibiricus,Dendrocopos_leucotos,Clamator_coromandus,Turdus_eunomus,Fulvetta_cinereiceps,Pucrasia_macrolopha,Macropygia_unchall,Syrrhaptes_paradoxus,Circus_cyaneus,Muscicapa_griseisticta,Acridotheres_cristatellus,Ixobrychus_cinnamomeus,Rallus_indicus,Columba_pulchricollis,Glaucidium_brodiei,Falco_severus,Hierococcyx_sparverioides,Accipiter_virgatus,Alauda_gulgula,Leucogeranus_leucogeranus,Paradoxornis_guttaticollis,Melanitta_stejnegeri,Passer_domesticus,Columba_rupestris,Urosphena_squameiceps,Cacomantis_merulinus,Vanellus_vanellus,Delichon_dasypus,Anser_cygnoid,Monticola_gularis,Picus_chlorolophus,Aquila_nipalensis,Micropternus_brachyurus,Garrulax_maesi,Phoenicurus_auroreus,Ficedula_albicilla,Dendrocopos_major,Pnoepyga_pusilla,Sitta_europaea,Emberiza_aureola,Terpsiphone_incei,Sibirionetta_formosa,Arborophila_gingica,Pterorhinus_albogularis,Cuculus_saturatus,Alauda_arvensis,Ficedula_mugimaki,Anas_zonorhyncha,Garrulax_canorus,Mergus_squamatus,Pitta_nympha,Picoides_canicapillus,Falco_peregrinus,Cuculus_micropterus,Francolinus_pintadeanus,Phoenicurus_alaschanicus,Motacilla_citreola,Enicurus_scouleri,Charadrius_alexandrinus,Otis_tarda,Locustella_luteoventris,Larus_ridibundus,Phaenicophaeus_tristis,Ardea_intermedia,Treron_sieboldii,Cyanecula_svecica,Passer_montanus,Spatula_querquedula,Aegithalos_glaucogularis,Falco_columbarius,Streptopelia_decaocto,Buteo_japonicus,Tragopan_caboti,Leiothrix_argentauris,Falco_amurensis,Mareca_falcata,Emberiza_cioides,Oenanthe_isabellina,Branta_bernicla,Ficedula_hyperythra,Vanellus_cinereus,Circus_spilonotus,Ficedula_elisae,Tyto_longimembris,Coturnix_japonica,Melanocorypha_mongolica,Emberiza_rustica,Chloropsis_lazulina,Eurystomus_orientalis,Nucifraga_hemispila,Podiceps_auritus,Emberiza_chrysophrys,Ciconia_boyciana,Ibidorhyncha_struthersii,Gallicrex_cinerea,Hypsipetes_amaurotis,Phylloscopus_claudiae,Cuculus_canorus,Paradoxornis_gularis,Emberiza_pusilla,Spinus_spinus,Larvivora_sibilans,Ficedula_zanthopygia,Larvivora_cyane,Otocichla_mupinensis,Phylloscopus_schwarzi,Glaucidium_cuculoides,Coccothraustes_coccothraustes,Pterorhinus_sannio,Larus_hyperboreus,Sylviparus_modestus,Aquila_fasciata,Staphida_torqueola,Eumyias_thalassinus,Zoothera_aurea,Dendrocygna_javanica,Strix_uralensis,Anser_albifrons,Turdus_cardis,Riparia_chinensis,Egretta_sacra,Aythya_marila,Rostratula_benghalensis,Cyanoptila_cyanomelana,Corvus_corax,Anthus_roseatus,Phylloscopus_subaffinis,Locustella_davidi,Tringa_nebularia,Alectoris_chukar,Glareola_maldivarum,Phylloscopus_inornatus,Thalasseus_bergii,Spodiopsar_sericeus,Tringa_ochropus,Pericrocotus_flammeus,Numenius_madagascariensis,Dicaeum_ignipectus,Petronia_petronia,Locustella_tacsanowskia,Pernis_ptilorhynchus,Poecile_montanus,Accipiter_gularis,Actitis_hypoleucos,Gallinago_stenura,Numenius_arquata,Phylloscopus_fuscatus,Delichon_lagopodum,Mergus_serrator,Strix_nivicolum,Urocissa_erythroryncha,Arundinax_aedon,Zapornia_akool,Eophona_migratoria,Podiceps_cristatus,Ixobrychus_flavicollis,Mergellus_albellus,Asio_flammeus,Horornis_fortipes,Elachura_formosa,Hieraaetus_pennatus,Melanitta_americana,Enicurus_leschenaulti,Aquila_heliaca,Pterorhinus_perspicillatus,Motacilla_alba,Chrysophlegma_flavinucha,Larus_brunnicephalus,Falco_subbuteo,Merops_viridis,Anthus_hodgsoni,Phylloscopus_tenellipes,Pyrrhula_nipalensis,Strix_leptogrammica,Phylloscopus_tephrocephalus,Schoeniparus_brunneus,Siva_cyanouroptera,Alcippe_morrisonia,Cisticola_exilis,Zapornia_fusca,Phylloscopus_yunnanensis,Ceryle_rudis,Calliope_calliope,Recurvirostra_avosetta,Grus_vipio,Charadrius_leschenaultii,Yuhina_nigrimenta,Falco_tinnunculus,Aythya_nyroca,Garrulax_monileger,Anas_crecca,Spilornis_cheela,Niltava_davidi,Phylloscopus_valentini,Aythya_ferina,Sula_leucogaster,Tarsiger_indicus,Cyanopica_cyanus,Alaudala_rufescens,Dendrocopos_hyperythrus,Sitta_nagaensis,Poecile_palustris,Larus_canus,Lanius_cristatus,Lanius_bucephalus,Lophura_nycthemera,Psilopogon_virens,Bucanetes_mongolicus,Emberiza_pallasi,Dicrurus_macrocercus,Ciconia_nigra,Larus_smithsonianus,Athene_noctua,Mareca_strepera,Cyornis_brunneatus,Nettapus_coromandelianus,Eophona_personata,Cuculus_poliocephalus,Pyrrhocorax_pyrrhocorax,Bubo_coromandus,Phylloscopus_intermedius,Troglodytes_troglodytes,Buteo_hemilasius,Apus_pacificus,Syrmaticus_reevesii,Acrocephalus_bistrigiceps,Parus_major,Pteruthius_xanthochlorus,Nisaetus_nipalensis,Phoenicurus_erythrogastrus,Spodiopsar_cineraceus,Bubo_bubo,Turdus_obscurus,Minla_ignotincta,Zosterops_simplex,Corvus_dauuricus,Copsychus_saularis,Erythrogenys_gravivox,Pterorhinus_pectoralis,Lonchura_striata,Leiothrix_lutea,Pericrocotus_cantonensis,Loxia_curvirostra,Pycnonotus_xanthorrhous,Lanius_schach,Anthus_cervinus,Prunella_montanella,Phalacrocorax_capillatus,Tadorna_ferruginea,Anthus_sylvanus,Geokichla_sibirica,Acrocephalus_concinens,Pica_pica,Hydrophasianus_chirurgus,Ardenna_pacifica,Emberiza_godlewskii,Haliaeetus_leucoryphus,Ixobrychus_eurhythmus,Microhierax_melanoleucos,Buteo_lagopus,Sturnia_malabarica,Paradoxornis_heudei,Ketupa_flavipes,Apus_nipalensis,Ixobrychus_sinensis,Pardaliparus_venustulus,Hierococcyx_nisicolor,Pycnonotus_aurigaster,Falco_cherrug,Dicrurus_leucophaeus,Anser_fabalis,Phoenicurus_fuliginosus,Dicrurus_hottentottus,Phasianus_colchicus,Zapornia_paykullii,Emberiza_tristrami,Gelochelidon_nilotica,Cygnus_columbianus,Emberiza_elegans,Agropsar_sturninus,Geokichla_citrina,Cecropis_daurica,Accipiter_soloensis,Turnix_suscitator,Chalcophaps_indica,Butorides_striata,Helopsaltes_pryeri,Cyanistes_cyanus,Phylloscopus_goodsoni,Otus_semitorques,Passer_cinnamomeus,Ardea_alba,Turdus_mandarinus,Lalage_melaschistos,Lanius_sphenocercus,Gavia_stellata,Cygnus_cygnus,Coracina_javensis,Garrulus_bispecularis,Halcyon_pileata,Cyanoptila_cumatilis,Larus_fuscus,Saxicola_torquatus,Asio_otus,Syrmaticus_ellioti,Aix_galericulata,Lewinia_striata,Emberiza_siemsseni,Riparia_riparia,Pterorhinus_lanceolatus,Turdus_pallidus,Remiz_consobrinus,Fringilla_montifringilla,Centropus_bengalensis,Apus_apus,Pericrocotus_ethologus,Oenanthe_deserti,Falco_naumanni,Pomatorhinus_ruficollis,Anthus_spinoletta,Himantopus_himantopus,Prunella_fulvescens,Tadorna_tadorna,Bombycilla_garrulus,Limosa_limosa,Synthliboramphus_antiquus,Saundersilarus_saundersi,Lonchura_punctulata,Calidris_ruficollis,Phylloscopus_soror,Regulus_regulus,Sitta_villosa,Emberiza_fucata,Anthus_richardi,Podiceps_grisegena,Surniculus_dicruroides,Haliaeetus_albicilla,Amaurornis_phoenicurus,Suthora_webbiana,Charadrius_dubius,Emberiza_schoeniclus,Nycticorax_nycticorax,Carpodacus_roseus,Grus_grus,Gallinago_megala,Bulweria_bulwerii,Ixos_mcclellandii,Galerida_cristata,Phylloscopus_plumbeitarsus,Eremophila_alpestris,Dicrurus_aeneus,Pycnonotus_sinensis,Spizixos_semitorques,Saxicola_ferreus,Locustella_mandelli,Emberiza_leucocephalos,Myiomela_leucura,Ptyonoprogne_rupestris,Phylloscopus_ogilviegranti,Eudynamys_scolopaceus,Certhia_familiaris,Chlidonias_hybrida,Hypothymis_azurea,Hydroprogne_caspia,Calcarius_lapponicus,Turnix_tanki,Emberiza_lathami,Halcyon_coromanda,Suthora_verreauxi,Tarsiger_cyanurus,Jynx_torquilla,Corvus_corone,Monticola_solitarius,Caprimulgus_jotaka,Circus_melanoleucos,Podiceps_nigricollis,Riparia_diluta,Prinia_crinigera,Muscicapa_dauurica,Hirundapus_caudacutus,Dendronanthus_indicus,Mergus_merganser,Pterorhinus_davidi,Otus_spilocephalus,Centropus_sinensis,Spilopelia_chinensis,Gallinago_gallinago,Lanius_isabellinus,Bucephala_clangula,Corvus_frugilegus,Phalacrocorax_carbo,Picus_canus,Oenanthe_oenanthe,Hodgsonius_phaenicuroides,Horornis_canturians,Ardea_purpurea,Bubulcus_ibis,Abroscopus_albogularis
1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0
1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0
1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0
